title,slug,description,externalUrl,videoUrl,slidesUrl,keyAssetUrl,transcriptUrl,hub,format,type,tags\
Sidekick Answers and Guides Dashboard,sidekick-answers-and-guides-dashboard,"This document describes three new Looker dashboards\'97Cross Org, Internal, and Embedded\'97designed to track the performance of Sidekick Guides and Answers.",https://docs.google.com/document/d/1XANF2CXqwaMNooiz-raP4f0ukKQVyhcS2c_HEOkBffo/edit?tab=t.0#heading=h.uf7g68jyftcc,,,,,CoE,document,tool,sales|csm|gladly|guides|Best Practices|Dashboards\
Sidekick Cross-Org Metrics,sidekick-cross-org-metrics,Cross-organization metrics dashboard for Sidekick usage and performance benchmarking.,https://gladly.looker.com/dashboards/2634?Timestamp+Last+Closed+At+Week=10+week+ago+for+10+week&Name=,,,,,CoE,document,internal-best-practice,sales|csm|gladly|Best Practices\
Sidekick Debugging,sidekick-debugging,"Sidekick debug playbook codifies deep product learnings Why It Matters: This creates a repeatable, accessible resource that saves time troubleshooting.",https://docs.google.com/presentation/d/1wXKPjMZRwOpHBuhglLDZbJhwOwfmkN_KpF0KUWY5OFU/edit?slide=id.g36025773fef_0_793#slide=id.g36025773fef_0_793,,,,,CoE,document,internal-best-practice,csm|gladly|Best Practices\
Sidekick Email Follow Up Template,sidekick-email-follow-up-template,"This document, titled **Sidekick Email Follow-Up Template & Outreach Guidelines**, provides a structured approach for Account Managers (AMs), Account Executives (AEs), and Customer Success Managers...",https://docs.google.com/document/d/1f2FfOZ2NcfxbAZKKiKU2lf0MHmqDoTSOmPywWeZ2LKw/edit?tab=t.0#heading=h.kunqxs6coql,,,,,Content,document,document,gladly\
Sidekick Email Generic One Pager,sidekick-email-generic-one-pager,"This document, titled **Sidekick Email Follow-Up Template & Outreach Guidelines**, provides a structured approach for Account Managers (AMs), Account Executives (AEs), and Customer Success Managers...",https://drive.google.com/file/d/1QqgQC4Guc2cbxU1gv335XLUcpNkvbHvI/view,,,,,Content,document,one-pager,gladly\
Sidekick Email Video,sidekick-email-video,"The video showcases Sidekick, a tool designed to enhance email communication by providing personal and intelligent responses.",https://gladly.wistia.com/medias/zpzwcogrr5,,,,,Content,document,document,sales|csm|gladly|Meeting Decks\
Sidekick Expansion Playbook,sidekick-expansion-playbook,"The purpose of this playbook is to empower Gladly\'92s Account Management and Customer Success teams with the insights, actions, and resources they need to drive meaningful expansion of Sidekick.",https://docs.google.com/document/d/1oNpLt1B6-dwblKtxXiQiYGynLkYesCe8LjAwhoIyQps/edit?usp=drive_link,https://docs.google.com/document/d/1oNpLt1B6-dwblKtxXiQiYGynLkYesCe8LjAwhoIyQps/edit?usp=drive_link,,,,CoE,playbook,internal-best-practice,csm|gladly|Best Practices|Playbooks\
Sidekick For Zendesk Sequence,sidekick-for-zendesk-sequence,Outbound sequence template for Sidekick for Zendesk prospects.,https://web.outreach.io/sequences/2171,,,,,Content,document,template,sales|csm|gladly|Meeting Decks\
Sidekick Lite Calculator,sidekick-lite-calculator,"This document serves as a comprehensive guide for calculating, projecting, and reporting the business value and ROI of the ""Sidekick"" product.",https://docs.google.com/spreadsheets/d/1PMTbK4qKdIdlFFezp2lT9KQQNI7XQTM0taun7ySAXFk/edit?gid=668504392#gid=668504392,,,,,CoE,tool,tool,csm|gladly|Best Practices\
Sidekick One Pager,sidekick-one-pager,". Sidekick uses ""Customer-first intelligence"" to see the full picture and offers ""Sidekick Answers"" to deliver instant, accurate information from your knowledge base, and ""Sidekick Actions"" for rea...",https://drive.google.com/file/d/1Xl3R5PDZoySXnOno8LDVcNiyCbwmOvHW/view?usp=drive_link,,,,,Content,document,one-pager,sales|gladly|Meeting Decks\
Sidekick ROI Calculator,sidekick-roi-calculator,This top-down model looks at current and/or future value of Sidekick by quantifying the impact of assists and resolutions.,https://docs.google.com/spreadsheets/d/1PMTbK4qKdIdlFFezp2lT9KQQNI7XQTM0taun7ySAXFk/edit,,,,,CoE,tool,tool,sales|csm|gladly|Best Practices\
Sidekick Sales Command of the Message,sidekick-sales-command-of-the-message,"This document is the ""Sidekick Sales \'96 Command of the Message Guide"", which is designed for customer service and ecommerce leaders who need to grow revenue without increasing ad spend.",https://drive.google.com/file/d/1e_fqoiDMMvxUxfXxid2DSbmZwMBomHae/view?usp=sharing,,,,,Content,document,document,sales|impl|gladly|Meeting Decks\
Sidekick Sales Differentiation Battle Card,sidekick-sales-differentiation-battle-card,"This document is a ""Differentiation Battle Card"" that outlines the competitive advantages of a company's offerings, likely Gladly based on the footer.",https://drive.google.com/file/d/1LbVIO3dhY61GxT2_08CQx_5tbl-Q5SmX/view?usp=sharing,,,,,Content,document,battlecard,sales|csm|gladly|Meeting Decks\
Sidekick Sales Launch Enablement,sidekick-sales-launch-enablement,Sidekick Sales launch training,,,,,,Enablement,document,product-training,gladly\
Sidekick Sales Launch Training,sidekick-sales-launch-training,"Comprehensive launch training for Sidekick Sales covering what it is, how it works, competitive positioning, go-to-market strategy, and available sales assets. Learn how to position Sidekick Sales as ",https://docs.google.com/presentation/d/1tQOXRDoAZl60XkKeP6ctX_Z5fbuPU_Tuk6EeQzvEHmw/edit?usp=drive_link,,https://docs.google.com/presentation/d/1tQOXRDoAZl60XkKeP6ctX_Z5fbuPU_Tuk6EeQzvEHmw/edit?usp=drive_link,,,Content,document,document,gladly|Uncategorized\
Sidekick Sales Market Analysis,sidekick-sales-market-analysis,"This document is a comprehensive market research report on the retail and ecommerce AI product recommendation market, valued at over $8.65 billion in 2025.",,https://drive.google.com/file/d/1v_igXahYX3M-1WvqIywWBDMVDud9TxBv/view?usp=sharing,,,,Enablement,video,competitive,sales|gladly|Sales\
Sidekick Sales Messaging Brief,sidekick-sales-messaging-brief,"This document is the ""Sidekick Sales - Messaging Brief,"" which details a Gladly Customer AI product designed to transform customer service conversations into revenue opportunities across the entire...",https://drive.google.com/file/d/1U-DqVT-D9RQo9ClS1sV8_oafCkHOGidn/view?usp=drive_link,,,,,Content,document,document,sales|gladly|Meeting Decks\
Sidekick Sales One Pager,sidekick-sales-one-pager,"This document is a product one-pager for Sidekick Sales, an AI solution from Gladly Customer AI designed to turn customer conversations into revenue across all touchpoints and channels.",https://drive.google.com/file/d/1AHjfTM6Lw9BoRX7tcCs6IVgXWBL7UdbL/view?usp=sharing,,,,,Content,document,one-pager,sales|gladly|Meeting Decks\
Sidekick Sales Resolution Dashboard,sidekick-sales-resolution-dashboard,Looker dashboard tracking Sidekick Sales resolution performance and conversion metrics.,https://gladly.looker.com/dashboards/4266?Sidekick+Profile=&Name=&Guide+Type=&Action+Week=4+weeks&Guide+Status=&Channel=&Login+Domain=&Has+Sidekick+V2+Enabled+%28Yes+%2F+No%29=&Guide+Description=%25SidekickForSales%25,,,,,CoE,document,tool,sales|gladly|Best Practices|Dashboards\
Sidekick Sales Use Case PNG,sidekick-sales-use-case-png,"The image depicts a mobile chat interface, likely from a customer service or e-commerce application, where a user is discussing an upcoming summer wedding in California, mentioning their size as 8 ...",https://drive.google.com/file/d/1GwGU8IsTnlde0-9EV48kTUenqjIb0Q4F/view,,,,,Content,document,document,sales|gladly|Meeting Decks\
Sidekick Sales Video,sidekick-sales-video,"In a challenging retail environment marked by rising costs and tight budgets, Sidekick Sales emerges as a solution powered by customer AI.",https://gladly.wistia.com/medias/85i16s6k7a,,,,,Content,document,document,sales|gladly|Meeting Decks\
Sidekick Standalone + Sidekick Sales,sidekick-standalone-sidekick-sales,Combined Sidekick training,,,,,,Enablement,document,product-training,gladly\
Sidekick Standalone Deck,sidekick-standalone-deck,Standalone product pitch presentation,https://docs.google.com/presentation/d/13zg3jeg-RM2d8IY04dsXC4gxZfveHg6fYIVMOTueCTc/edit,,,,,Content,slides,deck,sales|gladly|Uncategorized\
Sidekick Standalone Deck template,sidekick-standalone-deck-template,"This presentation introduces Sidekick for [platform], an AI-powered customer experience solution designed to be Conversational, Agentic, and Contextual, resolving the false choice between efficient...",,https://docs.google.com/presentation/d/13zg3jeg-RM2d8IY04dsXC4gxZfveHg6fYIVMOTueCTc/edit?slide=id.g3533f3539b1_0_332#slide=id.g3533f3539b1_0_332,,,,Content,video,document,sales|csm|gladly|Meeting Decks\
Sidekick Standalone Land Grab,sidekick-standalone-land-grab,Strategies for rapid Standalone adoption and market penetration,,https://drive.google.com/file/d/1JOAKiN2kjorvZR1AG2f-5Uu3BiXKaeIK/view,,,,Content,document,document,gladly|Uncategorized\
Sidekick Standalone Play,sidekick-standalone-play,"These documents comprise a suite of sales enablement materials, presentations, and detailed implementation blueprints for Gladly\'92s Sidekick AI solution, focusing on its use as a standalone product ...",,https://docs.google.com/document/d/1wPX5JDe_2awuql2zK5aPJnYcDQ-rAqTHWTslUzvs03Y/edit?tab=t.2f7vl8kjvusu,,,,Enablement,playbook,value-realization,sales|impl|gladly|Sales|Solutions Consultant\
Sidekick Standalone Slides,sidekick-standalone-slides,"This presentation, titled ""STMP: Gladly Standalone,"" is a sales and marketing deck introducing Gladly's AI-powered agent, Sidekick.",https://docs.google.com/presentation/d/13zg3jeg-RM2d8IY04dsXC4gxZfveHg6fYIVMOTueCTc/edit?slide=id.g3533f3539b1_0_332#slide=id.g3533f3539b1_0_332,,,,,Content,document,document,sales|csm|gladly|Meeting Decks\
Sidekick Standalone Tactical Enablement,sidekick-standalone-tactical-enablement,Sidekick Standalone tactical training,,,,,,Enablement,document,product-training,gladly\
Sidekick Standalone Video,sidekick-standalone-video,"The video discusses how AI can significantly improve customer experience when implemented correctly, contrasting it with traditional AI solutions that often prioritize cost savings at the expense o...",https://gladly.wistia.com/medias/mwar81dg26,,,,,Content,document,document,sales|csm|gladly|Meeting Decks\
"Sidekick Standalone for Zendesk: Product Updates, Sales Strategies, and Deal Spotlight",sidekick-standalone-zendesk-enablement-session,"Training session covering Sidekick Standalone for Zendesk development updates, pricing strategies, implementation process, and real-world sales tactics from the Express deal.",,,,,,Enablement,document,product-training,gladly\
Sidekick Voice Deck Template,sidekick-voice-deck-template,"This presentation introduces ""Sidekick Voice,"" a Generative AI-powered solution designed to revolutionize the customer call center experience by eliminating long wait times and rigid IVR systems.",https://docs.google.com/presentation/d/1vYEjttrei1fGRNlykK5M-rDd58VEDd1RdomUQRkcZ4E/edit?slide=id.g3529b49ba55_0_23#slide=id.g3529b49ba55_0_23,,,,,Content,document,template,sales|impl|voice|gladly|Meeting Decks\
Sidekick Voice Email Template,sidekick-voice-email-template,"This collection of documents, primarily focused on the **Sidekick on Voice** product, outlines the **internal expansion process** to top 20 customers, provides **customer-facing slides** detailing ...",https://docs.google.com/document/d/1vrzb4BL99Bdvv2T4B2v-A0APx7AC7JC4IAC0i0MlR3k/edit?tab=t.jm0ipixr5a0e#heading=h.fe2qyuv9l64q,,,,,Content,document,template,impl|voice|gladly|Meeting Decks\
Sidekick Voice One Pager,sidekick-voice-one-pager,"The document is a product one-pager for Gladly's Sidekick Voice, an AI-powered solution designed to deliver instant, personalized, and frictionless customer support on voice by leveraging generativ...",https://drive.google.com/file/d/1wxAKviS7giWFTpBeAyQBpafinG9gjk-n/view?usp=drive_link,,,,,Content,document,one-pager,voice|gladly\
Sidekick Voice One Pager,sidekick-voice-one-pager,"This document is a product one-pager for Gladly's ""Sidekick Voice,"" an AI-powered solution designed to deliver instant, personalized, and human-like customer support over the phone.",https://drive.google.com/file/d/1wxAKviS7giWFTpBeAyQBpafinG9gjk-n/view?usp=drive_link,,,,,Content,document,one-pager,voice|gladly\
Sidekick Voice One Pager,sidekick-voice-one-pager,"This document is a product one-pager for Gladly's ""Sidekick Voice,"" an AI-powered solution designed to deliver instant, personalized, and human-like customer support over the phone.",https://drive.google.com/file/d/1wxAKviS7giWFTpBeAyQBpafinG9gjk-n/view?usp=drive_link,,,,,Content,document,one-pager,sales|voice|gladly|Meeting Decks\
Sidekick Voice One-Pager,sidekick-voice-one-pager,Voice AI capabilities overview,https://drive.google.com/file/d/1wxAKviS7giWFTpBeAyQBpafinG9gjk-n/view,,,,,Content,document,one-pager,sales|voice|Uncategorized\
Sidekick Voice PAYG Pricing calculator,sidekick-voice-payg-pricing-calculator,"Estimate potential three-year Sidekick Voice telephony & consumption costs. Ensure you validate inputs (volume, handle time, telephony, Sidekick call duration) with SMEs, should you have questions.",https://docs.google.com/spreadsheets/d/1MYtm9riUTgLX3jNXbGFcbFuzXnPppF7zN79xEZM58UU/edit?gid=0#gid=0,,,,,CoE,tool,tool,sales|csm|voice|gladly|Best Practices\
Sidekick Voice PR,sidekick-voice-pr,Press release and media materials for Sidekick Voice launch.,https://finance.yahoo.com/news/gladly-launches-industrys-only-ai-150000369.html?guccounter=1&guce_referrer=aHR0cHM6Ly93d3cuZ29vZ2xlLmNvbS8&guce_referrer_sig=AQAAAMOtaBVoHH6eQeIc15vEu0mQ8_mCXzbdowtqQArqXohaTjYSTLcCEFiXtUH5tD7u4tDRPRfcruR9-mIaZgNiNvVNNdZQphZKRq1_tg5Icnna-rux8rT7fxcmAuqZnsoCectKwVKJUadrgozr3JKaUHd_-yTD-oaETJKnyJsc4krp,,,,,Content,document,document,sales|csm|voice|gladly|Meeting Decks\
Sidekick Voice Positioning Pricing,sidekick-voice-positioning-pricing,Sidekick Voice positioning framework and pricing structure overview.,https://docs.google.com/document/d/1JOiR2HIDwXNUMvDK46nUV7wtX-ccRtdzgLwVTdAgiU4/edit?tab=t.xo5wtcjy81r#heading=h.gv0z05tkfbo2,,,,,Content,document,document,sales|csm|voice|gladly|Meeting Decks\
Sidekick Voice Slides,sidekick-voice-slides,"This document is a presentation introducing Gladly's ""Sidekick Voice,"" an AI-driven solution aimed at modernizing the traditional call center experience.",https://docs.google.com/presentation/d/1vYEjttrei1fGRNlykK5M-rDd58VEDd1RdomUQRkcZ4E/edit?slide=id.g3529b49ba55_0_23#slide=id.g3529b49ba55_0_23,,,,,Content,slides,deck,sales|csm|voice|gladly|Meeting Decks\
Sidekick Voice Top 20 Selling Kit,sidekick-voice-top-20-selling-kit,"This collection of documents serves as a comprehensive ""Top 20 Selling Kit"" for Gladly's **Sidekick Voice** product, providing Account Managers with the resources needed to confidently position, pi...",https://docs.google.com/document/d/1JOiR2HIDwXNUMvDK46nUV7wtX-ccRtdzgLwVTdAgiU4/edit?tab=t.xo5wtcjy81r#heading=h.gv0z05tkfbo2,,,,,CoE,document,tool,sales|voice|gladly|Best Practices\
Sidekick Voice Video,sidekick-voice-video,Customers often feel frustrated by long wait times and transfers when seeking support.,https://gladly.wistia.com/medias/62ev998jm3,,,,,Content,document,document,sales|csm|voice|gladly|Meeting Decks\
Sidekick Voice vs. The Rest,sidekick-voice-vs-the-rest,"In this interaction, a customer reaches out for help with their order, initially seeking assistance to look it up.",https://gladly.wistia.com/medias/60zhas178n,,,,,Content,document,document,sales|csm|voice|gladly|Meeting Decks\
Sidekick for Voice,sidekick-for-voice,Sidekick Voice training,,,,,,Enablement,document,product-training,voice|gladly\
Sidekick for Zendesk,sidekick-for-zendesk,Sidekick for Zendesk training,,,,,,Enablement,document,product-training,gladly\
Sidekick for Zendesk One Pager,sidekick-for-zendesk-one-pager,"This document is a one-pager that describes ""Sidekick for Zendesk,"" a Customer AI solution from Gladly designed to replace generic customer responses with end-to-end resolutions.",https://drive.google.com/file/d/1T_jQJ4ERy44OTzj-i_7ZNF-QFeRIso66/view?usp=sharing,,,,,Content,document,one-pager,sales|csm|gladly|Meeting Decks\
Sidekick for Zendesk Play,sidekick-for-zendesk-play,"This play is designed to help you in selling Sidekick as a standalone AI product to businesses currently using Zendesk who want to elevate their CX with personalized, end-to-end automation without ...",,https://docs.google.com/document/d/1wPX5JDe_2awuql2zK5aPJnYcDQ-rAqTHWTslUzvs03Y/edit?tab=t.2f7vl8kjvusu,,,,Enablement,playbook,internal-ops,sales|gladly|Sales\
Sierra Battlecard,sierra-battlecard,"This document is the ""Sierra Battlecard,"" a competitive analysis positioning Gladly's Sidekick AI platform against Sierra, an autonomous agent platform serving support, sales, and operations.",https://drive.google.com/file/d/10ojRCBWs5FFjHEUm9Hxg597kdGAGHgLy/view?usp=drive_link,,,,,Content,document,battlecard,sales|gladly|Meeting Decks\
SimpleSat Partnership Enablement,simplesat-partnership-enablement,SimpleSat partnership training,,,,,,Enablement,document,product-training,gladly\
Smith Optics Example,smith-optics-example,"This document is the Sales to Customer Success Management (CSM) hand-off sheet for the Smith Optics account, outlining a formal transition process, a detailed account overview, and a deal summary f...",https://docs.google.com/document/d/1HywoayjnDvphx0CtZ2n8z2OcDRSFSlH76ChokhKuNjs/edit?tab=t.0#heading=h.5xhhdnu9py0g,,,,,CoE,document,meeting-asset,sales|csm|impl|gladly|Meeting Examples\
Social Comments Messaging Brief,social-comments-messaging-brief,"This document is a comprehensive messaging brief for Gladly's ""Social Comments"" feature, which outlines the value proposition, key messages, and positioning for bringing Instagram comments into the...",,https://docs.google.com/document/d/1BcXnWp8z9HDPahEzcAK7UDg6ODTLXHME-TCK_uA_KtQ/edit?tab=t.0,,,,Enablement,video,competitive,sales|gladly|Sales\
Social Comments Slide Insert,social-comments-slide-insert,This presentation introduces the new feature that brings customer social media comments directly into the Gladly platform.,https://docs.google.com/presentation/d/1FiSsm0BjOYMUKlmZKQ9pnpnhEP6N7lLCJgHDzomAWUI/edit?slide=id.g39b2ce3d831_0_447#slide=id.g39b2ce3d831_0_447,,,,,Content,document,document,sales|csm|gladly|Meeting Decks\
Social Comments Video,social-comments-video,"In this video, agents learn how to efficiently manage comments and messages from various social media platforms through a unified interface.",https://gladly.wistia.com/medias/4xt2udvwas,https://gladly.wistia.com/medias/4xt2udvwas,,,,Content,document,document,sales|csm|sc|gladly|Product\
"Social Comments, Product Enhancement Requests, + Competitive Partner Support",social-comments-product-enhancement-requests-competitive-partner-support,Multi-topic enablement session,,,,,,Enablement,document,product-training,gladly\
Social Proof Case Studies,social-proof-case-studies,Customer testimonials and success stories deck,https://docs.google.com/presentation/d/1Los9XfjtmFBJbbcY5vUf9YuRhlDzocw5Y9wmJq9Slx8/edit,,,,,Content,document,document,sales|gladly|voice|Uncategorized\
Social Proof Case Studies & Testionials,social-proof-case-studies-testionials,"Slide deck of social proof, case studies, and tesimonials to drive credibility in your presentations",https://docs.google.com/presentation/d/1Los9XfjtmFBJbbcY5vUf9YuRhlDzocw5Y9wmJq9Slx8/edit?usp=drive_open&ouid=102926403603073320356,,,,,CoE,document,meeting-asset,sales|csm|gladly|Meeting Examples\
Social Proof Slides,social-proof-slides,Customer testimonials and social proof,https://docs.google.com/presentation/d/1Los9XfjtmFBJbbcY5vUf9YuRhlDzocw5Y9wmJq9Slx8/edit,,,,,Content,slides,deck,sales|gladly|voice|Uncategorized\
Sprinklr Battlecard 2024,sprinklr-battlecard-2024,"This document is a ""Sprinklr Battlecard"" for the Gladly sales team, providing strategies and talking points to compete against Sprinklr in sales deals.",https://docs.google.com/document/d/1LTHFTItCxQHYg894EE0s0ewtL0w1uYihCImJjMdW3Pg/edit?usp=drive_link,,,,,Content,document,battlecard,sales|impl|gladly|Meeting Decks\
Sprint Planning Boards,sprint-planning-boards,Asana sprint planning portfolio,https://app.asana.com/0/portfolio/1209972750071019/1209982290683926,,,,,Content,document,document,gladly|Uncategorized\
Standalone Demo Script,standalone-demo-script,"This document is the **Gladly Platform Demo Guide & Script**, which outlines two comprehensive scenarios for presenting the company's Customer AI platform.",https://docs.google.com/document/d/12vNcMToBUXSbvCUwiL4gnr-b5Z6x4-pUFUJ5IOxrORg/edit?tab=t.8kwjk59gi1jo#heading=h.o17cu6wdbt7y,,,,,Content,document,demo,sales|csm|gladly|Meeting Decks\
Standalone SK Demo (Figma),standalone-sk-demo-figma,"Training on new Sidekick Standalone demo materials, including Figma mocks for third-party helpdesk handoffs. Covers the demo flow, ZenDesk handoff capabilities, Sidekick's trust layer architecture, an",,,,,,Enablement,document,product-training,gladly\
Standalone SK Demo (Figma),standalone-sk-demo-figma,"Training on new Sidekick Standalone demo materials, including Figma mocks for third-party helpdesk handoffs. Covers the demo flow, ZenDesk handoff capabilities, Sidekick's trust layer architecture, an",,,,,,Enablement,document,product-training,gladly|Uncategorized\
Stats for Customer AI,stats-for-customer-ai,"This document is the comprehensive **Gladly 2.0 Positioning and Narrative Doc**, serving as the foundational messaging guide for the company's new phase and core offerings.",https://docs.google.com/document/d/11WASvMHVqCLqAzokS2y9YUGQdmbs5cTeqI_OrmyBApE/edit?tab=t.rfs4drsad6qd#heading=h.yxycmoincmj7,,,,,Content,document,document,sales|csm|gladly|Meeting Decks\
Strategic Discovery Questions (SC's),strategic-discovery-questions-sc-s,This document is a strategic guide containing categorized discovery questions intended for Sales Consultants (SC's) to use during deep-dive conversations with potential clients.,https://docs.google.com/document/d/1ZFZplRWjxyZ7AUeTZz8Ky7NGsTT_JS8TeZz0_nbGFq8/edit?tab=t.0,,,,,CoE,document,tool,sales|sc|gladly|Best Practices\
Technical Buyer (CIO/CTO),technical-buyer-ciocto,Selling to technical buyers,,,,,,Enablement,document,product-training,gladly\
Technical Buyer Enablement (CIO/CTO),technical-buyer-enablement-cio-cto,"Learn how to effectively engage CIOs and CTOs at your top accounts. This session covers why technical buyers are now more accessible than ever due to AI initiatives, how to tailor your messaging to th",,https://drive.google.com/file/d/1ZXszCroPsKZr84Nt560OikWmgpzjM1xU/view?usp=drive_link,https://docs.google.com/presentation/d/1NXc2GmnFDOmtePM-c9G0GrSlY5Fb0VXZHWZKrOF0MuY/edit?usp=drive_link,,,Enablement,video,gtm-strategy,gladly|Uncategorized\
Technical Buyer Enablement (CIO/CTO),technical-buyer-enablement-cio-cto,"Learn how to effectively engage CIOs and CTOs at your top accounts. This session covers why technical buyers are now more accessible than ever due to AI initiatives, how to tailor your messaging to th",,https://drive.google.com/file/d/1ZXszCroPsKZr84Nt560OikWmgpzjM1xU/view?usp=drive_link,https://docs.google.com/presentation/d/1NXc2GmnFDOmtePM-c9G0GrSlY5Fb0VXZHWZKrOF0MuY/edit?usp=drive_link,,,Enablement,video,product-training,gladly|Uncategorized\
Ticket Submission,ticket-submission,Asana form for submitting RevOps tickets and operational requests.,https://form.asana.com/?k=vEFTHN5vMhk-uFvmAXLNmw&d=238013372418030,,,,,Content,document,document,sales|csm|gladly|Meeting Decks\
Tickets vs Customer One Pager,tickets-vs-customer-one-pager,This document compares Ticket-Based vs. Customer-Based CX Systems to illustrate how customer experience solutions have evolved to meet modern customer expectations.,https://drive.google.com/file/d/1Oa8C8FDs3SroU03unBen6fPGkAUpn-_Y/view?usp=drive_link,,,,,Content,document,one-pager,sales|gladly|Meeting Decks\
Transaction Threads,transaction-threads,Transaction Threads training,,,,,,Enablement,document,product-training,gladly\
Travel & Hospitality FAQs,travel-hospitality-faqs,This document is a Frequently Asked Questions (FAQ) guide for the Travel & Hospitality and Online Marketplaces verticals.,https://docs.google.com/document/d/1Cdd_ivXFOs2k1pipyeUUgSLTdUr3CSfzxq-qGErmkBs/edit?tab=t.0#heading=h.iwuloo3jzt5f,,,,,Content,document,document,sales|gladly|Meeting Decks\
Travel & Hospitality Sequence Messaging,travel-hospitality-sequence-messaging,"This document is a ""Travel / Hospitality Sequence Messaging"" guide containing a series of email and social media templates for a sales or marketing outreach campaign.",https://docs.google.com/document/d/18nBbbcnX7IV4a6qHtgaqgo-2SVWB_RS_-KCPb3dmP_c/edit?tab=t.0#heading=h.fe2qyuv9l64q,,,,,Content,document,template,sales|gladly|Meeting Decks\
Travel & Hospitality Slides,travel-hospitality-slides,"This slide library is a template focused on the Travel and Hospitality industry, designed to demonstrate how the Gladly platform transforms guest experiences into lifetime loyalty.",https://docs.google.com/presentation/d/1MI-aor97oMteJp9ipZZDSK6gunKPhqYWCHCxjW34V9g/edit#slide=id.g3147ecaf258_0_884,,,,,Content,slides,deck,sales|gladly|Meeting Decks\
Travel & Hospitality Vertical Analysis,travel-hospitality-vertical-analysis,"This document, ""Travel & Hospitality Vertical Analysis,"" provides a comprehensive overview of the travel and hospitality industry, detailing its current trends, key audience segments, and major pai...",https://docs.google.com/document/d/1GhbYoFlbHIXS-tVdMy1_ngotx5gzxCEPl-ySJN3lA3E/edit?tab=t.0,,,,,Content,document,report,sales|gladly|Meeting Decks\
Travel & Hospitality Vertical One Pager,travel-hospitality-vertical-one-pager,"This document is a one-sheet (datasheet) for Gladly, which describes how their AI-powered, customer-centric service redefines guest experiences in the travel and hospitality vertical.",https://drive.google.com/file/d/1Mu1MGPsSrE8ShpCKaCNS6ISQrTox3dfi/view?usp=sharing,,,,,Content,document,one-pager,sales|gladly|Meeting Decks\
Unwrapped AI Partnership Enablement,unwrapped-ai-partnership-enablement,AI partnership enablement session,,,,,,Enablement,document,product-training,gladly\
User Story Training,user-story-training,User story training presentation,https://docs.google.com/presentation/d/1fBesrTk4MD-qAhYUrRxBdwvni8hmhmGIm03hLRhUuaw/,https://docs.google.com/presentation/d/1fBesrTk4MD-qAhYUrRxBdwvni8hmhmGIm03hLRhUuaw/,,,,Content,slides,deck,gladly|Meeting Decks\
Voice AI,voice-ai,Voice AI training,,,,,,Enablement,document,product-training,voice\
Voice COmpetitive Landscape,voice-competitive-landscape,"This spreadsheet, titled ""Voice AI Competitive Landscape,"" provides an overview of various companies in the Voice AI space, categorized as either Platform or AI Point Solution providers.",https://docs.google.com/spreadsheets/d/10JXfIooSo3nLNuU8p468f91uUbXqxGFh9tsONsv-ebQ/edit?gid=0#gid=0,,,,,Content,document,competitive,sales|csm|voice|Meeting Decks\
Voice Implementation Deck,voice-implementation-deck,"This document is the **Sidekick Voice Implementation Kickoff** presentation template, designed to guide a customer-specific project.",https://docs.google.com/presentation/d/1VT38dCAXkZU1YOSZvsH-NVManTbWVDOEINKtkcyaClc/edit?slide=id.g340b551edba_0_9#slide=id.g340b551edba_0_9,,,,,CoE,document,meeting-asset,impl|voice|Meeting Examples\
Voice Readiness Checklist,voice-readiness-checklist,"This collection of documents and presentations details the strategy, features, and technical implementation process for expanding Gladly's Sidekick on Voice product to priority customers.",https://docs.google.com/document/d/1vrzb4BL99Bdvv2T4B2v-A0APx7AC7JC4IAC0i0MlR3k/edit?tab=t.4glust1srlw1#heading=h.o6g9lfqblio6,,,,,Content,document,guide,sales|impl|voice|Meeting Decks\
Voice Testing Checklist,voice-testing-checklist,"This document is a TEMPLATE - Sidekick on Voice testing checklist, designed to guide users through the validation of a new Voice AI IVR implementation.",https://docs.google.com/document/d/17EX3ZoyMaNVcajoverDs3BfH4wdBo4SD9Hw9yBOOB8A/edit?tab=t.0#heading=h.mmcojxvb52r5,,,,,Content,document,guide,impl|voice|Meeting Decks\
WIRED article,wired-article,WIRED magazine article featuring Gladly's AI-powered customer experience.,https://www.wired.com/sponsored/story/gladly/,,,,,Content,document,document,sales|csm|gladly|Meeting Decks\
Weekly Forecast - SLT,weekly-forecast-slt,Weekly forecast for SLT,https://gladly.lightning.force.com/lightning/r/Dashboard/01ZQh000002aBgXMAU/view,,,,,Content,document,document,sales|gladly|Uncategorized\
White Glove Implementation Deck,white-glove-implementation-deck,White glove implementation presentation,https://docs.google.com/presentation/d/1jz0QT608uwqKy4-Q_EHKmCK4LBhGU6-E5O_g91f-nHY/edit,,,,,Content,slides,deck,gladly|Uncategorized\
White Glove Implementation Service + Buyout Program Play,white-glove-implementation-service-buyout-program-play,"This play tackles friction in implementation, especially for Stage 3+ enterprise deals.",,https://docs.google.com/document/d/1CzOkCAs3cHxzDmLZwCVQSeKlVjuo7uftY5Yso-05DWk/edit?tab=t.2f7vl8kjvusu#heading=h.5cav0eubzkz7,,,,Enablement,playbook,value-realization,impl|gladly|Solutions Consultant\
White Glove Implementation Service Play,white-glove-implementation-service-play,A strategic offering providing a 30% discount on professional services work above the standard implementation package for qualifying deals.,,,https://docs.google.com/presentation/d/white-glove-deck/edit,,,Enablement,document,gtm-strategy,gladly|Uncategorized\
