_id,title,slug,description,status,publishedTo,format,teams,enablementCategory,coeType,products,audiences,contentType,competitor,externalUrl,videoUrl,slidesUrl,keyAssetUrl,transcriptUrl,featured,displayPriority,priority,customer,isBlindCustomer,kpiCategory,productTags,channelTag,approvedForExternal,contentHubCollections,enablementHubCollections,coeHubCollections,curatedHubCollections,publishDate,presenter,duration
zPpXcTUh96XUWEn8UJle2a,Enablement: Transaction Threads,enablement-transaction-threads,"The EH 12/11/24: Transaction Threads folder is a collection of enablement materials, including a presentation, a cheat sheet, and a session recording, focused on Gladly's Self-Service AI capabilities.",published,enablement,live-replay,sales,value-realization,,,,,,,https://drive.google.com/drive/folders/1VLPH84weDD3wreRvorMBlCjM49mcSZob?usp=drive_link,,,,FALSE,,50,,,,,,,,Sales,,,,,
zPpXcTUh96XUWEn8UJla65,Enablement: Unwrapped AI Partnership Enablement,enablement-unwrapped-ai-partnership-enablement,"This video is a recording of a ""Monthly Partnership Enablement"" session where Nathan Smith of Gladly introduces Ben and Ryan from Unwrap.ai, a new data analytics partner.",published,enablement,live-replay,customer-success,partner,,,,,,,https://drive.google.com/file/d/1DHUypayeAeLeiXSsOIcNwvd-jFm4aQy4/view,,,,FALSE,,50,,,,,,,,Customer Success,,,,,
zPpXcTUh96XUWEn8UKffg5,Enablement: Voice AI,enablement-voice-ai,"This folder, titled ""EH 1/9/25: Intro to Voice AI,"" contains four meeting documents and a video from recent Enablement Hour sessions focused on sales and product strategy.",published,coe,,sales,,meeting-asset,,,,,https://drive.google.com/drive/folders/1UnroMHkh611miuBExAy-3EcNx1aCDSrr?usp=drive_link,,,,,FALSE,,50,,,,,,,,,Meeting Examples,,,,
zPpXcTUh96XUWEn8UJlbca,Enablement:Apollo.io Enablement,enablement-apollo-io-enablement,Apollo.io integration enablement training and best practices.,published,enablement,on-demand,sales|customer-success,internal-ops,,,,,,,https://us-5287.app.gong.io/e/c-share/?tkn=1tl7kn6trsm38i5gk6gvgcri1&email_type=external-invitation-sent&xtid=3uwe6ri6ovh1tup14af,,,,FALSE,,50,,,,,,,,Sales|Customer Success,,,,,
zPpXcTUh96XUWEn8UKB2Ga,Enablement:Assembled Partner Enablement,enablement-assembled-partner-enablement,"This folder contains five files, primarily meeting notes, recordings, and presentation shortcuts from recent ""Enablement Hour"" sessions.",published,coe,live-replay,sales,partner,meeting-asset,,,,,https://drive.google.com/drive/folders/1M_Ohrw71Bh1sRAp_AR5VvvRom-yVpxsj,https://drive.google.com/file/d/1vaUoGDqe3YoWSkWptUqS4o12ZeAMKf_p/view?usp=drive_link,https://docs.google.com/presentation/d/1ZwI5AlctDo_xJMjxgmg5UubA-FWLZpJRVlXWHnA4lCA/edit?usp=drive_link,,,FALSE,,50,,,,,,,,,Meeting Examples,,,,
mXsDyLN04EKCrxVbcNTQGi,Enablement:ENT/MM: Early Stage Execution S1>S3,enablement-ent-mm-early-stage-execution-s1-s3,"This selection of documents and sheets focuses on sales and Go-to-Market (GTM) strategy for Gladly, encompassing a GTM hub, competitor battlecards, and detailed sales process documentation.",published,enablement,playbook,sales,competitive,,,,,,https://drive.google.com/drive/folders/1WLdRQ7c1tPNfwkUdzXVb9U0-pmhN5RUe,https://drive.google.com/drive/folders/1WLdRQ7c1tPNfwkUdzXVb9U0-pmhN5RUe,https://docs.google.com/presentation/d/1oCEMXXzyw83HJfIpGIgOd6QD0JMWvu4H4Eh2NkZe6pw/edit?usp=drive_link,https://docs.google.com/presentation/d/1y9wfh0j-mo1yTs8tk5VeGahQoz6L6bHUHn_7MBgTWY4/edit?usp=drive_link,,FALSE,,50,,,,,,,,Sales,,,,,
zPpXcTUh96XUWEn8UKAzJa,Enablement:Partnerships Barrel,enablement-partnerships-barrel,"This folder contains the notes and a recording of the ""Monthly Partnership Enablement"" session from December 10, 2025, which introduced the new agency partnership with Barrel.",published,coe,live-replay,sales|customer-success,partner,tool,,,,,https://drive.google.com/drive/folders/1r22E2YGiczq7fe3nCok1pHyIFf5r1cHS,https://drive.google.com/file/d/1H5GbfccU705DqPV7oc2zGFX630BsDMtU/view?usp=drive_link,,,,FALSE,,50,,,,,,,,,Best Practices,,,,
mXsDyLN04EKCrxVbcNTQi2,Enablement:Sidekick Sales Launch Enablement,enablement-sidekick-sales-launch-enablement,"This folder contains the complete sales enablement and launch materials for ""Sidekick Sales,"" an AI-powered shopping assistant that transforms customer conversations into revenue.",published,enablement,on-demand,sales,competitive,,,,,,https://drive.google.com/drive/folders/13Py0_Jo_W0hPjBmuvoSvASzoGAuY76JB,https://drive.google.com/drive/folders/13Py0_Jo_W0hPjBmuvoSvASzoGAuY76JB,https://docs.google.com/presentation/d/1YHtc1aZlIAj6Hi0_JMiD8_QamkvTF8L2uYVXmP9Mtp8/edit?usp=drive_link,,,FALSE,,50,,,,,,,,Sales,,,,,
mXsDyLN04EKCrxVbcO2LIe,"Enablement:Sidekick Voice: Demo, Pitch, Value",enablement-sidekick-voice-demo-pitch-value,"This folder, titled ""EH: 4/10/25 SK for Voice Demo Pitch Value"", contains the full enablement materials for the product's new Sidekick Voice feature, including the presentation deck, detailed meeti...",published,coe,live-replay,sales,product,meeting-asset,,,,,https://drive.google.com/drive/folders/1P1Z25foeBQxtPVwlhWDbpw-euL-esQT9?usp=drive_link,https://drive.google.com/file/d/1djv7z0ixiKuXbR48Hihpg01uDUY9GY79/view?usp=drive_link,https://docs.google.com/presentation/d/1IENpzQDL_0js-jhtgeSRJcQig5fwzEPBNNgxuZy4uy0/edit?usp=drive_link,,,FALSE,,50,,,,,,,,,Meeting Examples,,,,
cs-exec-template,Exec Summary Template,exec-summary-template,Executive summary template,published,content,template,customer-success,internal-ops,,,,Template,,https://docs.google.com/document/d/14LpTNuM_v8QvJMv4122mFbkS_tWiLaMQPQ_oKpzBcaw/template/preview,,,,,FALSE,,50,,,,,,,Templates,,,,2025-11-01,,
zPpXcTUh96XUWEn8UJhGpa,Executive Meeting Schedule & Summaries,executive-meeting-schedule-summaries,"This document contains detailed meeting notes from May to December 2025 regarding Gladly's partnership with Nordstrom, outlining executive discussions and technical workstreams.",published,content,tool,customer-success,internal-ops,,,,,,https://docs.google.com/document/d/1r8gaizvRrwq9_cO4py62TSXoTbB5M68NJMvATRjugtE/edit?tab=t.0#heading=h.nzm35iuxl10v,,,,,FALSE,,50,,,,,,,Meeting Decks,,,,,,
deck-express-workshop,Express Workshop Slides,express-workshop-slides,Express workshop presentation,published,content,document,sales,,,Sidekick,,Deck,,https://docs.google.com/presentation/d/1_I0jBz91XhcJFE5Snrs_uPA6DIBFN2_8OjbqS8j_6pQ/edit,,,,,FALSE,,50,,,,,,,Uncategorized,,,,2025-10-20,,
zPpXcTUh96XUWEn8UJhVda,Field Demo Certification Intro,field-demo-certification-intro,Demo certification introduction,published,enablement,,,,,,,Demo,,,,,,,,,50,,,,,,,,,,,2025-07-01,,
mXsDyLN04EKCrxVbcNNmAs,Field Team Demo Certification (AEs/AMs),field-team-demo-certification-aes-ams,"This self-led program equips you to deliver a confident and compelling 15-minute Gladly demo that highlights our key product areas, from AI to agent experience to no-code optimization.",published,enablement,course,sales|customer-success,internal-ops,,,,Demo,,https://classroom.google.com/w/Nzg4OTQxMjEzMTcx/tc/Nzg5MDc4MTY4MDQz,https://classroom.google.com/w/Nzg4OTQxMjEzMTcx/tc/Nzg5MDc4MTY4MDQz,,,,FALSE,,50,,,,,,,,Sales|Customer Success,,,,,
mXsDyLN04EKCrxVbcNNm34,Field Team Demo Certification (SCs),field-team-demo-certification-scs,"This self-led program equips you to deliver a confident and compelling 15-minute & 45-minute Gladly demo that highlights our key product areas, from AI to agent experience to no-code optimization.",published,enablement,course,sales|customer-success,internal-ops,,,,Demo,,https://classroom.google.com/w/Nzg4OTQxMjEzMTcx/tc/NzgzMjIzMTU1MTg5,https://classroom.google.com/w/Nzg4OTQxMjEzMTcx/tc/NzgzMjIzMTU1MTg5,,,,FALSE,,50,,,,,,,,Sales|Customer Success,,,,,
first-meeting-deck-content,First Meeting Deck - Release 2.0,first-meeting-deck-release-2-0,"The comprehensive ""mega deck"" for initial prospect presentations. Contains POV slides, solution overview, core features, vertical kits, architecture slides, and social proof templates. Think of it like cleats - meant to be scuffed up and customized.",published,content,template,,,,,,Deck,,https://docs.google.com/presentation/d/1TzNEZDVrxebVmFrHC4Jw6xhzUCPf4de7AUQ3-BxsNcY/edit?slide=id.g3a79279a5a3_1_2#slide=id.g3a79279a5a3_1_2,,,,,FALSE,,70,,,,,,,Templates,,,,2025-11-21,,
D3QeIwvujt0EeHckarrHtn,First Meeting Deck Template,first-meeting-deck-template,"This is the ""First Meeting Deck"" for Gladly, a Customer Experience (CX) platform, designed to introduce their solution powered by Customer AI.",published,content,,sales|customer-success,,,,,,,https://docs.google.com/presentation/d/1Qdyxq28dI7SgXoglXYJeTR0ErMc3Z0VFYKfCOg5dOhA/edit?slide=id.g36025773fef_0_793#slide=id.g36025773fef_0_793,,,,,FALSE,,50,,,,,,,Meeting Decks,,,,,,
zPpXcTUh96XUWEn8UKAyo5,First Meeting Deck | Release 2.0 | 11/2025,first-meeting-deck-release-2-0-11-2025,"This document is the ""First Meeting Deck"" for Gladly's AI-powered customer service platform, detailing how their ""Sidekick"" and ""Hero"" agents move beyond deflection to deliver ""outcomes-based"" AI t...",published,coe,,sales|customer-success,,meeting-asset,,,,,https://docs.google.com/presentation/d/1TzNEZDVrxebVmFrHC4Jw6xhzUCPf4de7AUQ3-BxsNcY/edit?slide=id.g3a79279a5a3_1_2#slide=id.g3a79279a5a3_1_2,,,,,FALSE,,50,,,,,,,,,Meeting Examples,,,,
drafts.first-meeting-deck-release-20,First Meeting Pitch Play,first-meeting-pitch-play,How to create and customize your deck for any first sales meeting.,published,enablement,document,,GTM,,Sidekick,,Playbook,,,,https://docs.google.com/presentation/d/1TzNEZDVrxebVmFrHC4Jw6xhzUCPf4de7AUQ3-BxsNcY/edit?slide=id.g3a79279a5a3_1_2#slide=id.g3a79279a5a3_1_2,,,FALSE,,90,,,,,,,,Uncategorized,,,2025-04-24T23:40:00.000Z,Alex Tzeng,60
flip-competitive-sk-voice-roadmap,Flip Competitive + SK Voice Roadmap,flip-competitive-sk-voice-roadmap,"Enablement session on Sidekick Voice competitive positioning against Flip, including performance improvements, battlecard details, product roadmap to close gaps, and GTM expansion strategy.",published,enablement,,,Competitive,,,,Training,,,https://drive.google.com/file/d/1W2HcWCAl5IdcQQlTGAXw_BgLWAmvXz9B/view?usp=drive_link,https://docs.google.com/presentation/d/1T9200y6CYXC7BmsWVJBxQWMti75TV7TeId4lXmST8f8/edit?usp=drive_link,,,FALSE,,80,,,,,,,,Uncategorized,,,2025-09-04,,
zPpXcTUh96XUWEn8UKAxY5,Flip.cx Voice Battle Card,flip-cx-voice-battle-card,"This collection of documents is the comprehensive sales and enablement kit for Gladly's Sidekick Voice AI product, along with context on the broader Sidekick feature updates and pricing.",published,coe,,sales,,tool,,,,,https://docs.google.com/document/d/1JOiR2HIDwXNUMvDK46nUV7wtX-ccRtdzgLwVTdAgiU4/edit?tab=t.0#heading=h.dpgshr71bogs,,,,,FALSE,,50,,,,,,,,,Best Practices,,,,
email-followup,Follow-up Template,follow-up-template,Post-meeting follow-up email template,published,content,template,sales,,,Sidekick|Classic|Voice,,Template,,https://docs.google.com/document/d/1f2FfOZ2NcfxbAZKKiKU2lf0MHmqDoTSOmPywWeZ2LKw/edit,,,,,FALSE,,50,,,,,,,Templates,,,,2025-11-08,,
zPpXcTUh96XUWEn8UJhQy5,Fortune article,fortune-article,Fortune magazine coverage of Gladly's Customer AI innovation.,published,content,,sales|customer-success,,,,,,,https://brand-studio.fortune.com/gladly/gladly-unveils-customer-ai-to-reverse-the-decade-long-decline-in-cx/?prx_t=J9sJAAAAAAovEQA,,,,,FALSE,,50,,,,,,,Meeting Decks,,,,,,
mXsDyLN04EKCrxVbcNNcba,Full Funnel Customer Expansion Dash,full-funnel-customer-expansion-dash,Full-funnel dashboard for tracking customer expansion opportunities.,published,content,tool,sales|customer-success,internal-ops,,,,,,https://gladly.lightning.force.com/lightning/r/Dashboard/01ZQh000002cLtVMAU/view,,,,,FALSE,,50,,,,,,,Meeting Decks,,,,,,
014fddc6-a2f4-4e73-9b5d-7ee700f8009f,GTM All Hands Q4 Kick Off,gtm-all-hands-q4-kick-off,"Comprehensive Q4 go-to-market kickoff covering Q3 performance highlights, team recognition, and strategic priorities including standalone AI focus, vertical expansion, and technical buyer engagement.",published,enablement,,,GTM Strategy,,,All Teams,,,,,https://docs.google.com/presentation/d/1q1uVz-RKyv-wweaHjbuv_KFzx5HXuObSct6tOMUD3ZY/edit?slide=id.g3454249e2df_30_67#slide=id.g3454249e2df_30_67,,,FALSE,,50,,,,,,,,Uncategorized,,,2025-12-01T19:09:40.015Z,GTM Leadership,60 min
zPpXcTUh96XUWEn8UJhH65,GTM Launch Sizing,gtm-launch-sizing,"This document, ""GTM Launch Sizing,"" defines a framework of ""T-shirt Sizes"" (X-Large, Large, Medium, Small) to categorize Go-To-Market (GTM) launches based on their scale, required effort, and busin...",published,content,,sales|customer-success,,,,,,,https://docs.google.com/document/d/1xbK_FVGttqS2Kd8Hc-uL7U1mCvSelL9uyaD0kGgZUf0/edit?tab=t.0,,,,,FALSE,,50,,,,,,,Meeting Decks,,,,,,
zPpXcTUh96XUWEn8UKAxn5,Genesys Battlecard,genesys-battlecard,"This document is a competitive battle card focused on Genesys, positioning it against Gladly as a ""Hero and Sidekick Competitor."" It outlines key differentiators for Gladly over Genesys, focusing o...",published,coe,,sales,,internal-best-practice,,,,,https://docs.google.com/document/d/1h9B0TPLhLPvV1HIu43u4_NQbx0eWhuffYIMW40-kZVM/edit?usp=drive_link,,,,,FALSE,,50,,,,,,,,,Best Practices,,,,
enable-gladly-2,Gladly 2.0 Demo Update,gladly-2-0-demo-update,"What has changed, what is available, & live walkthrough",published,enablement|content,live-replay,"sales, customer-success",Product,,Sidekick|Classic,,Training,,,https://drive.google.com/file/d/1sU3eMBBSqSOfMzS2ob-CDzusTlhb2p12/view,,,,FALSE,,80,,,,,,,Uncategorized,Uncategorized,,,2025-05-29,,55
mXsDyLN04EKCrxVbcNNb3x,Gladly Academy,gladly-academy,Gladly's customer training platform with self-paced courses and certifications.,published,content,,sales,,,,,,,https://academy.gladly.com/,,,,,FALSE,,50,,,,,,,Meeting Decks,,,,,,
mXsDyLN04EKCrxVbcNNcx3,Gladly Awards Slide,gladly-awards-slide,"This presentation, titled ""STMP - Awards Wall 2025,"" is a collection of Google Slides templates designed to showcase the ""Disruptive Technology of the Year"" awards and other industry recognition.",published,content,,sales|customer-success,,,,,,,https://docs.google.com/presentation/d/1JSs7366K039u3AhBiO-vxGEXv6b7avB5XhL_wlvyXSo/edit?slide=id.g36e847b60d7_0_343#slide=id.g36e847b60d7_0_343,,,,,FALSE,,50,,,,,,,Meeting Decks,,,,,,
zPpXcTUh96XUWEn8UJhH05,Gladly Brand Guidelines,gladly-brand-guidelines,"This document, the Gladly Brand Guidelines, introduces the identity, guiding principles, and elements that express the Gladly brand, covering basic elements like the logotype, colors, typography, v...",published,content,,sales|customer-success,,,,,Guide,,https://drive.google.com/file/d/1VnyDlJmpByt7nBbAmBVXQnA4lpBnqM5v/view,,,,,FALSE,,50,,,,,,,Meeting Decks,,,,,,
D3QeIwvujt0EeHckarotu9,Gladly Brand Guidelines (High Level),gladly-brand-guidelines-high-level,"This document is the **Brand Guidelines (High Level)** presentation, designed to ensure a strong and consistent representation of the Gladly brand across all communications.",published,content,,sales|customer-success,,,,,Guide,,https://docs.google.com/presentation/d/10SILxH41R64hYfIngnCsO3nZfbJY7zFDGB2cA9b1FoM/edit?slide=id.g36025773fef_0_793#slide=id.g36025773fef_0_793,,,,,FALSE,,50,,,,,,,Meeting Decks,,,,,,
zPpXcTUh96XUWEn8UJhTa5,Gladly Customer AI Launch Video,gladly-customer-ai-launch-video,Customer experience leaders often struggle between providing personalized service and maintaining cost-effectiveness.,published,enablement,on-demand,sales|customer-success,product,,,,Video,,https://gladly.wistia.com/medias/6j0k6m70k1,https://gladly.wistia.com/medias/6j0k6m70k1,,,,FALSE,,50,,,,,,,,Sales|Customer Success,,,,,
D3QeIwvujt0EeHckarozjt,Gladly Customer AI Video,gladly-customer-ai-video,Gladly challenges the conventional trade-offs in customer experience by introducing a fundamentally different approach with Customer AI.,published,coe,,sales|customer-success,,process-innovation,,,Video,,https://gladly.wistia.com/medias/1gkuxekq2f,,,,,FALSE,,50,,,,,,,,,Best Practices,,,,
mXsDyLN04EKCrxVbcNNkZL,Gladly Demo 2025,gladly-demo-2025,"Julie Chang, a loyal customer at Retali Outdoors, experiences personalized service through Sidekick, an AI engine that engages her like a human associate.",published,content,,sales|customer-success,,,,,Demo,,https://gladly.wistia.com/medias/mrye3schxt,,,,,FALSE,,50,,,,,,,Meeting Decks,,,,,,
D3QeIwvujt0EeHckarotbr,Gladly Eliminates Silos One Pager,gladly-eliminates-silos-one-pager,"This document, titled ""Use Case One Pager,"" explains how Gladly eliminates Customer Experience (CX) silos by fully integrating conversations into a unified, customer-first platform.",published,content,,sales,,,,,One Pager,,https://drive.google.com/file/d/1pY4hOMPc7YhXm2AskFHACR6Zw33MDcnR/view?usp=sharing,,,,,TRUE,featured,50,,,,,,,Meeting Decks,,,,,,
D3QeIwvujt0EeHckarotBR,Gladly Integrations Marketplace,gladly-integrations-marketplace,Browse available integrations and partnership options for the Gladly platform.,published,content,,sales,,,,,,,https://www.gladly.ai/integrations/,,,,,TRUE,hero,50,,,,,,,Meeting Decks:First Meeting,,,,,,
zPpXcTUh96XUWEn8UJhGUa,Gladly One Pager,gladly-one-pager,"This document is a one-pager overview of the Gladly AI-powered Customer Service Platform, designed to transform support experiences by putting the customer at the center of every service conversation.",published,content,,sales,,,,,One Pager,,https://drive.google.com/file/d/1bT7UvpYZ3fWHfvuc_3ZQoE8AKPnoLDul/view?usp=sharing,,,,,FALSE,,50,,,,,,,Meeting Decks,,,,,,
D3QeIwvujt0EeHckarovYm,Gladly Partner Battle Card One Pager,gladly-partner-battle-card-one-pager,"This document is the ""Partner One Pager"" or ""Gladly Battlecard,"" providing an overview of Gladly's AI-powered customer service platform.",published,content,,sales|customer-success,,,,,Battle Card,,https://drive.google.com/file/d/17_9LCwnL9BH1ZfoeLQOhHPqn7RHNN-If/view?usp=drive_link,,,,,FALSE,,50,,,,,,,Meeting Decks,,,,,,
mXsDyLN04EKCrxVbcNNlfe,Gladly Platform Demo Guide & Script | Q2 2025 Demo Certification,gladly-platform-demo-guide-script-q2-2025-demo-certification,This document is the comprehensive Gladly Platform Demo Guide & Script for the Q2 2025 Demo Certification.,published,enablement,course,customer-success|solutions-consultant,internal-ops,,,,Guide,,https://docs.google.com/document/d/12vNcMToBUXSbvCUwiL4gnr-b5Z6x4-pUFUJ5IOxrORg/edit?tab=t.0#heading=h.o17cu6wdbt7y,https://docs.google.com/presentation/d/12YzsXee5kkEtBO9vTFsI2SEfJrkjhd2zpVgqtNEwDT8/edit?slide=id.p1#slide=id.p1,,,,FALSE,,50,,,,,,,,Customer Success|Solutions Consultant,,,,,
mXsDyLN04EKCrxVbcO2Lvg,Gladly Reports and Insights,gladly-reports-and-insights,Reporting walkthrough format improves clarity for customer conversations Why It Matters: A simplified presentation format makes reporting easier to explain.,published,coe,,implementation,,meeting-asset,,,,,https://docs.google.com/presentation/d/1K3vl9yFqU54gkf1C0nhABoFxm0kLCY5Ci7r5DQT240E/edit?slide=id.g36025773fef_0_793#slide=id.g36025773fef_0_793,,,,,FALSE,,50,,,,,,,,,Meeting Examples,,,,
zPpXcTUh96XUWEn8UJhUra,Gladly Sales Process: S0 → S1,gladly-sales-process-s0-s1,Sales process Stage 0 to Stage 1,published,enablement,,,,,,,,,,,,,,,,50,,,,,,,,,,,2025-11-13,,
zPpXcTUh96XUWEn8UJhTp5,Gladly Sidekick Video,gladly-sidekick-video,"In a world where most AI systems deflect rather than engage, Sidekick emerges as a game-changer by providing a human-like interaction experience.",published,enablement,on-demand,sales|customer-success,product,,,,Video,,https://gladly.wistia.com/medias/xzm9o5gpsl,https://gladly.wistia.com/medias/xzm9o5gpsl,,,,FALSE,,50,,,,,,,,Sales|Customer Success,,,,,
D3QeIwvujt0EeHckarouSh,Gladly Slide Template,gladly-slide-template,"This document is the Gladly Slide Template 2025, a comprehensive guide designed to ensure all presentations align with the Gladly brand identity.",published,content,,sales|customer-success,,,,,Template,,https://docs.google.com/presentation/d/19gVbxwGuKvJKGDLAyRg_q_wJPcNXhSef-UgaQohEXCI/edit?slide=id.g36025773fef_0_793#slide=id.g36025773fef_0_793,,,,,FALSE,,50,,,,,,,Meeting Decks,,,,,,
D3QeIwvujt0EeHckarotLb,Gladly Trust (Security & Compliance),gladly-trust-security-compliance,"Security certifications, compliance documentation, and trust center resources.",published,content,,sales,,,,,,,https://trust.gladly.com/,,,,,TRUE,featured,50,,,,,,,Meeting Decks,,,,,,
mXsDyLN04EKCrxVbcO2OjN,Gladly Value Based Selling Series Video,gladly-value-based-selling-series-video,Video series on Gladly value-based selling methodology and techniques.,published,coe,tool,sales,gtm-strategy,internal-best-practice,,,,,https://drive.google.com/file/d/1UyX7dPuJtPFywtYQR_ZL068oL2TTDeaW/view,,,,,FALSE,,50,,,,,,,,,Best Practices,,,,
zPpXcTUh96XUWEn8UJhOra,Gorgias Battlecard,gorgias-battlecard,"This document is a competitive battle card, last updated in November 2025, positioning Gladly against Gorgias, an e-commerce customer service platform.",published,content,,sales|customer-success,,,,,Battle Card,,https://drive.google.com/file/d/18QRQimV3gSjfZw7uSsFfXBLxICy0_qFg/view?usp=drive_link,,,,,FALSE,,50,,,,,,,Meeting Decks,,,,,,
zPpXcTUh96XUWEn8UJhQa5,Gorgias Demo Mockup,gorgias-demo-mockup,Demo mockup showing Sidekick integration with Gorgias environment.,published,content,,sales|customer-success,,,,,Demo,,https://www.figma.com/proto/JVHhluYSGETGxAxvq4TqOz/Sidekick-Standalone?node-id=383-5145&p=f&t=7UKU37sAUUQNIxIF-0&scaling=contain&content-scaling=fixed&page-id=143%3A883&starting-point-node-id=383%3A5145,,,,,FALSE,,50,,,,,,,Meeting Decks,,,,,,
onepager-guides,Guides & Journeys One-Pager,guides-journeys-one-pager,Proactive guidance product overview,published,content,document,sales,,,Classic,,One Pager,,https://drive.google.com/file/d/1AqXx3BV7UtlUeiovr20Dsc1Rc2qS-u9f/view,,,,,FALSE,,50,,,,,,,Uncategorized,,,,2025-10-30,,
D3QeIwvujt0EeHckaroyXi,Guides Sales Prototype,guides-sales-prototype,"This document, titled ""Product Prototypes + Scripts 2025,"" contains information, scripts, and directions for two features further out on the product roadmap: the Guides Prototype and the Sidekick S...",published,content,,sales|solutions-consultant,,,,,Figma Prototype,,https://docs.google.com/document/d/10YIgb8-OUFY7K_fbhXZByC30PqgLfDZ4HLPqN-9e6Go/edit?tab=t.e47fz4z840sx#heading=h.d25glnaujae3,,,,,FALSE,,50,,,,,,,Meeting Decks,,,,,,
D3QeIwvujt0EeHckarp0lu,Guides and Journeys,guides-and-journeys,Guides and Journeys feature training,published,enablement,,,,,,,,,,,,,,,,50,,,,,,,,,,,2025-01-16,,
mXsDyLN04EKCrxVbcNSXUu,Guides and Journeys One Pager,guides-and-journeys-one-pager,"This document is a product one-pager for Gladly Customer AI's Guides and Journeys for Sidekick, designed to let customer teams own their AI strategy without needing IT support or technical expertise.",published,content,,sales,,,,,,,https://drive.google.com/file/d/1AqXx3BV7UtlUeiovr20Dsc1Rc2qS-u9f/view,,,,,FALSE,,50,,,,,,,Meeting Decks,,,,,,
D3QeIwvujt0EeHckas8LSZ,Hex Answers Performance,hex-answers-performance,Hex analytics dashboard for measuring Sidekick Answers performance across organizations.,published,coe,,sales|customer-success,,internal-best-practice,,,,,https://www.google.com/url?q=https%3A%2F%2Fapp.hex.tech%2F5fc41969-6b7a-495f-a378-414a6e730bc5%2Fapp%2F8aa59230-60a3-40b0-ad5d-61fa5c7d1116%2Flatest%3Ftab%3Dorg-level&sa=D&sntz=1&usg=AOvVaw0SEcCIs0ToDkV3tq3LX3tH,,,,,FALSE,,50,,,,,,,,,Best Practices,,,,
D3QeIwvujt0EeHckas8LWd,Hex Journey For guides Report,hex-journey-for-guides-report,Hex report tracking Journey for Guides performance and customer engagement metrics.,published,coe,,sales|customer-success,,internal-best-practice,,,,,https://www.google.com/url?q=https%3A%2F%2Fapp.hex.tech%2F5fc41969-6b7a-495f-a378-414a6e730bc5%2Fapp%2FJourneys-for-Guides-Report-2a6f6vphifGwHLgxf1Gael%2Flatest&sa=D&sntz=1&usg=AOvVaw0Gz_E1i_JHmVNfLUIe7FyB,,,,,FALSE,,50,,,,,,,,,Best Practices,,,,
revops-launch-tiering,How RevOps Launches (Launch Tiering),how-revops-launches-launch-tiering,Launch tiering documentation,published,content,document,"sales, customer-success",internal-ops,,,,,,https://docs.google.com/document/d/1Sobop3Di3Y5op6yRL-me8D9-cbEHRkeeor2mVlJRCgE/edit,https://docs.google.com/document/d/1Sobop3Di3Y5op6yRL-me8D9-cbEHRkeeor2mVlJRCgE/edit?usp=sharing,,,,FALSE,,50,,,,,,,Uncategorized,Sales|Customer Success,,,2025-11-01,,
revops-how-to,How To Work With RevOps,how-to-work-with-revops,Guide on working with RevOps team,published,content,document,"sales, customer-success",internal-ops,,,,Guide,,https://docs.google.com/document/d/1Yi5C5X6SsKeMx0mLloP_kR1gQk9wc3sJL6h-peJbfXw/edit,https://docs.google.com/document/d/1Yi5C5X6SsKeMx0mLloP_kR1gQk9wc3sJL6h-peJbfXw/edit?usp=sharing,,,,FALSE,,50,,,,,,,Uncategorized,Sales|Customer Success,,,2025-11-01,,
zPpXcTUh96XUWEn8UJhR75,How to set up an App,how-to-set-up-an-app,The video guides viewers through the process of integrating apps built by Gladly.,published,content,,sales|customer-success,,,,,Guide,,https://gladly.wistia.com/medias/pd782zyft1,,,,,FALSE,,50,,,,,,,Meeting Decks,,,,,,
zPpXcTUh96XUWEn8UJlEQ5,Implementation Template: 201 SC,implementation-template-201-sc,"This document is the ""Implementation Template: 201 Solutions Consultant"" deck, intended for use during the customer scoping phase to prepare a proposal, clarify customer needs, and introduce implem...",published,content,,sales|customer-success|solutions-consultant|implementation,,,,,,,https://docs.google.com/presentation/d/1uDIMkEiY8htWjZaDt9L3LLXfZRehtXwCh9g8e3mmBUg/edit?usp=drive_link,,,,,FALSE,,50,,,,,,,Meeting Decks,,,,,,
mXsDyLN04EKCrxVbcNNdGZ,Inbound Content Tracker,inbound-content-tracker,"This spreadsheet, named ""Gladly Editorial Tracker,"" is used to monitor and manage editorial content projects.",published,content,,sales|customer-success,,,,,,,https://docs.google.com/spreadsheets/d/1zpjKQfkjY0503zAhMlGVFxtkhJ-iblFiHVREZBFOiMk/edit?gid=1563328928#gid=1563328928,,,,,FALSE,,50,,,,,,,Meeting Decks,,,,,,
mXsDyLN04EKCrxVbcO2N7q,Integration Depth: Customer Success Patterns,integration-depth-customer-success-patterns,"This guide demonstrates how integration depth directly correlates with Sidekick resolution performance, providing a framework for building technical capabilities that drive results.",published,coe,,sales|customer-success|implementation,,internal-best-practice,,,,,https://docs.google.com/document/d/1aQPaIBAK4Hjw7LK1U_2m8vYKjnIiatT3urUnmUMh10s/edit?tab=t.bymvtz37h9kt,,,,,FALSE,,50,,,,,,,,,Best Practices,,,,
