title,slug,description,shortDescription,externalUrl,videoUrl,slidesUrl,keyAssetUrl,transcriptUrl,hub,format,type,tags,boards,status,durationMinutes,views,shares,createdAt
Inbound Content Tracker,inbound-content-tracker,Gladly Editorial Tracker for monitoring and managing editorial content projects.,Analytics dashboard for inbound content tracker,https://docs.google.com/spreadsheets/d/1zpjKQfkjY0503zAhMlGVFxtkhJ-iblFiHVREZBFOiMk/edit,,,,,coe,spreadsheet,dashboard,content|editorial|marketing|mktg|planning|tracker|Marketing,coe,published,,0,0,2025-12-28T09:00:03.135Z
"Consumers continue to be open to exploring alternatives, and brand loyalty is fa...",industry-stat-consumers-continue-to-be-open-to-exp,"Consumers continue to be open to exploring alternatives, and brand loyalty is fading across demographic groups. | Source: Deloitte (2024 US Retail Industry Outlook)",External research industry insight,https://www.mckinsey.com/~/media/mckinsey/industries/consumer%20packaged%20goods/our%20insights/state%20of%20consumer/2024/state-of-the-consumer-2024-whats-now-and-whats-next_final.pdf,,,,,coe,proof-point,industry-stat,deloitte|industry-stat|proof-point,coe,published,,0,0,2025-12-28T15:27:13.547Z
Eight in 10 consumers have little to no trust in retailers' AI use.,industry-stat-eight-in-10-consumers-have-little-to,Eight in 10 consumers have little to no trust in retailers' AI use. | Source: McKinsey (Social Commerce Report 2024),External research industry insight,https://www2.deloitte.com/us/en/pages/consumer-business/articles/retail-distribution-industry-outlook.html,,,,,coe,proof-point,industry-stat,industry-stat|mckinsey|proof-point,coe,published,,0,0,2025-12-28T15:27:13.547Z
"Gen Z online unit sales grew at nearly double the rate of other generations, cus...",industry-stat-gen-z-online-unit-sales-grew-at-near,"Gen Z online unit sales grew at nearly double the rate of other generations, cushioning volume declines in other channels. | Source: Deloitte (2024 US Retail Industry Outlook)",External research industry insight,https://www.mckinsey.com/industries/consumer-packaged-goods/our-insights/for-us-consumers-its-a-matter-of-and-not-or,,,,,coe,proof-point,industry-stat,deloitte|industry-stat|proof-point,coe,published,,0,0,2025-12-28T15:27:13.739Z
Half of retail executives prioritize AI-driven personalized product recommendati...,industry-stat-half-of-retail-executives-prioritize,"Half of retail executives prioritize AI-driven personalized product recommendations, but only 50% are confident in their company’s AI use. | Source: Deloitte (2024 US Retail Industry Outlook)",External research industry insight,https://www2.deloitte.com/us/en/pages/consumer-business/articles/retail-distribution-industry-outlook.html,,,,,coe,proof-point,industry-stat,deloitte|industry-stat|proof-point,coe,published,,0,0,2025-12-28T15:27:13.739Z
Middle-income consumers in Europe and the U.S. are splurging on discretionary it...,industry-stat-middle-income-consumers-in-europe-an,Middle-income consumers in Europe and the U.S. are splurging on discretionary items at a rate comparable to high-income consumers. | Source: McKinsey (State of the Consumer 2024),External research industry insight,https://www.mckinsey.com/~/media/mckinsey/industries/consumer%20packaged%20goods/our%20insights/state%20of%20consumer/2024/state-of-the-consumer-2024-whats-now-and-whats-next_final.pdf,,,,,coe,proof-point,industry-stat,industry-stat|mckinsey|proof-point,coe,published,,0,0,2025-12-28T15:27:13.547Z
"Online shopping frequency has increased, especially among Gen Z, but basket size...",industry-stat-online-shopping-frequency-has-increa,"Online shopping frequency has increased, especially among Gen Z, but basket sizes are smaller. | Source: McKinsey (State of the Consumer 2024)",External research industry insight,https://www.mckinsey.com/industries/consumer-packaged-goods/our-insights/the-state-of-the-us-consumer,,,,,coe,proof-point,industry-stat,industry-stat|mckinsey|proof-point,coe,published,,0,0,2025-12-28T15:27:13.739Z
Over 40% of U.S. consumers have switched retailers to find better prices due to ...,industry-stat-over-40-of-u-s-consumers-have-swit,Over 40% of U.S. consumers have switched retailers to find better prices due to inflation. | Source: McKinsey (State of the Consumer 2024),External research industry insight,https://www.mckinsey.com/~/media/mckinsey/industries/consumer-packaged-goods/our%20insights/state%20of%20consumer/2024/state-of-the-consumer-2024-whats-now-and-whats-next_final.pdf,,,,,coe,proof-point,industry-stat,industry-stat|mckinsey|proof-point,coe,published,,0,0,2025-12-28T15:27:13.739Z
"Social commerce in the U.S. is expected to expand to $145 billion by 2027, up fr...",industry-stat-social-commerce-in-the-u-s-is-expec,"Social commerce in the U.S. is expected to expand to $145 billion by 2027, up from $67 billion today. | Source: Deloitte (2024 US Retail Industry Outlook)",External research industry insight,https://www.mckinsey.com/industries/consumer-packaged-goods/our-insights/social-commerce,,,,,coe,proof-point,industry-stat,deloitte|industry-stat|proof-point,coe,published,,0,0,2025-12-28T15:27:13.547Z
Trust improves profitability; customers who trust a brand are 88% more likely to...,industry-stat-trust-improves-profitability-custom,Trust improves profitability; customers who trust a brand are 88% more likely to buy again. | Source: McKinsey (State of the Consumer 2024),External research industry insight,https://www2.deloitte.com/us/en/pages/consumer-business/articles/retail-distribution-industry-outlook.html,,,,,coe,proof-point,industry-stat,industry-stat|mckinsey|proof-point,coe,published,,0,0,2025-12-28T15:27:13.547Z
"Trusted companies financially outperform peers by up to four times, and customer...",industry-stat-trusted-companies-financially-outper,"Trusted companies financially outperform peers by up to four times, and customers who trust a brand are 1.9 times more likely to defend it against criticism. | Source: Deloitte (2024 US Retail Industry Outlook)",External research industry insight,https://www2.deloitte.com/us/en/pages/consumer-business/articles/retail-distribution-industry-outlook.html,,,,,coe,proof-point,industry-stat,deloitte|industry-stat|proof-point,coe,published,,0,0,2025-12-28T15:27:13.739Z
Integration Depth: Customer Success Patterns,integration-depth-customer-success-patterns,"This guide demonstrates how integration depth directly correlates with Sidekick resolution performance, providing a framework for building technical capabilities that drive results.",Best practice for integration depth: customer,https://docs.google.com/document/d/1aQPaIBAK4Hjw7LK1U_2m8vYKjnIiatT3urUnmUMh10s/edit?tab=t.bymvtz37h9kt,,,,,coe,document,internal-best-practice,internal-best-practice|sales|customer-success|implementation|gladly-sidekick|Implementation,coe,published,,0,0,2025-12-28T15:27:13.314Z
Intercom Fin Battlecard,intercom-fin-battlecard,Competitive battle card detailing strengths and weaknesses of Intercom Fin AI agent.,Competitive positioning vs Intercom,https://drive.google.com/file/d/1hxDSNP-QyNMETjwxSv5PQ42kIHAmuh6y/view,,,,,content,pdf,battlecard,ai-agents|chatbot|fin|intercom|Intercom,content,published,,0,0,2025-12-28T09:00:03.135Z
Intercom Fin Sidekick Battle Card (External),intercom-fin-sidekick-battlecard,Competitor Battlecard comparing Gladly Sidekick and Intercom Fin AI chatbot.,Competitive positioning vs Intercom,https://drive.google.com/file/d/1it3W8ly3oDsj25SOr-cEkkpnD_pxcyEX/view,,,,,content,pdf,battlecard,chatbot|fin|gladly|intercom|sidekick|smb|SMB|Intercom|Sidekick,content,published,,0,0,2025-12-28T09:00:03.135Z
Internal calculations - $510M in cumulative cost savings across brands using Gladly,metric-internal-calculations-510m-in-cumulative-c,$510M in cumulative cost savings across brands using Gladly Customer AI | KPI: Cost Savings | Channel: All channels on Sidekick & Hero | Product: Gladly Sidekick & Hero,Internal calculations customer success result,,,,,,coe,proof-point,customer-success-metric,customer-success-metric|gladly-hero|gladly-sidekick|proof-point,coe,published,,0,0,2025-12-28T15:27:13.919Z
Internal calculations - 15M total conversations powered by Gladly Sidekick,metric-internal-calculations-15m-total-conversatio,15M total conversations powered by Gladly Sidekick | KPI: Boost Efficiency | Channel: All channels on Sidekick | Product: Gladly Sidekick,Internal calculations customer success result,,,,,,coe,proof-point,customer-success-metric,customer-success-metric|gladly-sidekick|proof-point,coe,published,,0,0,2025-12-28T15:27:13.919Z
Internal calculations - 240M total conversations powered by Gladly Customer AI,metric-internal-calculations-240m-total-conversati,240M total conversations powered by Gladly Customer AI | KPI: Boost Efficiency | Channel: All channels on Sidekick & Hero | Product: Gladly Sidekick & Hero,Internal calculations customer success result,,,,,,coe,proof-point,customer-success-metric,customer-success-metric|gladly-hero|gladly-sidekick|proof-point,coe,published,,0,0,2025-12-28T15:27:13.919Z
Internal Segmentation Guide,internal-segmentation-guide,"This document is Gladly’s Internal Segmentation Guide, which records the company's most used campaign audience lists for sales and marketing efforts.",Best practice for internal segmentation guide,https://docs.google.com/document/d/1ccNh6ZByNbiYr4zDymvM1TQQF6JZ3JAGSOwHYIXXATM/edit?usp=sharing,,,,,coe,guide,internal-best-practice,gladly-team|sales,coe,published,,0,0,2025-12-28T08:20:23.496Z
Joann - Customer testimonial,quote-joann-not-only-have-we-seen-signifi,"“Not only have we seen significant results in reduced response times and email backlog, but Gladly has helped us develop more meaningful, personal relationships with our customers. For a brand that stands for individuality, that is the most valuable service a partner can provide.”- Drew ChamberlainDirector of Operations and Customer Experience, JOANN",Joann on time savings,https://www.gladly.com/customers/joann/,,,,,coe,proof-point,customer-quote,customer-quote|joann|proof-point,coe,published,,0,0,2025-12-28T15:27:13.739Z
July All Hands,july-all-hands,"The GTM AH: 7/3/25 July folder contains five shortcuts to files, including the notes, slides, and recording from the July 3, 2025, Go-to-Market All Hands meeting.",GTM skills for july all hands,https://drive.google.com/file/d/1AzUEaKy1kmKWxo5UxvcNiASVa5JFTy2P/view?usp=drive_link,https://drive.google.com/file/d/1AzUEaKy1kmKWxo5UxvcNiASVa5JFTy2P/view?usp=drive_link,https://docs.google.com/presentation/d/1g-7G3sZ9fUrqa77SeOgqG3h-JCZlSiLWpa48YiNlCG0/edit?usp=drive_link,https://drive.google.com/drive/folders/1HXrK9pAtoMhPLr41atfGzmOSD9aplgpV,,enablement,live-replay,gtm-training,impl|implementation|sales|sc|solutions-consultant|technical|Implementation,enablement,published,,0,0,2025-12-28T07:49:21.783Z
June GTM All Hands,june-gtm-all-hands,"This folder contains the meeting notes and presentation deck from the June 5, 2025, Go-To-Market (GTM) All Hands session.",GTM skills for june gtm all,,,,https://drive.google.com/drive/folders/1rn3LiHevDt4ycc6IpJyoo3W3vSOeZ6qa,,enablement,live-replay,gtm-training,gtm-strategy|sales,enablement,published,,0,0,2025-12-28T07:49:21.783Z
Kalkomey - Game changer for contact center,quote-kalkomey-gladly-was-a-game-changer-for,"Gladly was a game changer for our contact center, helping us to achieve true omni channel.With their reporting we have been able to better track the customer journey and pain points, developing better strategic management and fixing customer issues. With the added addition of AI, which we launched a few months ago, we have been able to decrease our contact volume and better the customer's experience."" - Deborah F., Sr. CX Manager",Kalkomey on AI transformation,,,,,,coe,proof-point,customer-quote,boost-efficiency|customer-quote|enhance-experience|gladly-hero|kalkomey|proof-point,coe,published,,0,0,2025-12-28T15:27:13.739Z
Kalkomey - AI implementation success,quote-kalkomey-as-a-tech-focused-company-in-t,"As a tech-focused company in the outdoor education space, Journeys for Answers has provided us with valuable insights into what our customers truly need and are asking for. By helping us refine and clarify our Answers, Journeys has boosted our AI containment rate over 5% within just the first week of implementation. What’s impressed me most is how Journeys not only generates answers and suggestions but also reveals deeper customer intent—enabling us to better align our support with their expecta",Kalkomey on AI transformation,,,,,,coe,proof-point,customer-quote,boost-efficiency|customer-quote|enhance-experience|kalkomey|proof-point|reduce-costs,coe,published,,0,0,2025-12-28T15:27:13.739Z
Kalkomey - Customer testimonial,quote-kalkomey-since-switching-to-gladly-and,"Since switching to Gladly and improving our customers pain points we have decrease our contact volume and better pathed the customer journey and experience."" Deborah F., Sr. CX Manager",Kalkomey on AI transformation,,,,,,coe,proof-point,customer-quote,boost-efficiency|customer-quote|enhance-experience|gladly-hero|kalkomey|proof-point,coe,published,,0,0,2025-12-28T15:27:13.739Z
Kuhl - 27% chat resolution rate,metric-kuhl-27-chat-resolution-rate,"27% chat resolution rate | KPI: Boost Efficiency, Cost Savings | Product: Sidekick",Kuhl achieved 27% improvement,https://www.gladly.ai/customers/kuhl/,,,,,coe,proof-point,customer-success-metric,customer-success-metric|gladly-sidekick|kuhl|proof-point,coe,published,,0,0,2025-12-28T15:27:13.919Z
Kuhl - 44% reduction in WISMO emails,metric-kuhl-44-reduction-in-wismo-emails,"44% reduction in WISMO emails | KPI: Boost Efficiency, Cost Savings | Product: Sidekick",Kuhl achieved 44% improvement,https://www.gladly.ai/customers/kuhl/,,,,,coe,proof-point,customer-success-metric,customer-success-metric|gladly-sidekick|kuhl|proof-point,coe,published,,0,0,2025-12-28T15:27:13.919Z
Kuhl - 59% email resolution with AI,metric-kuhl-59-email-resolution-with-ai,"59% email resolution with AI | KPI: Boost Efficiency, Cost Savings | Product: Sidekick",Kuhl achieved 59% improvement,https://www.gladly.ai/customers/kuhl/,,,,,coe,proof-point,customer-success-metric,customer-success-metric|gladly-sidekick|kuhl|proof-point,coe,published,,0,0,2025-12-28T15:27:13.919Z
KUHL - Easy training and adoption,quote-kuhl-the-implementation-process-was,The implementation process was remarkably smooth. We didn't need multiple training sessions because the platform is so intuitive. The Gladly team understood our unique needs and helped us build out the system to match both KÜHL's requirements and our team's workflow.,KUHL on AI transformation,,,,,,coe,proof-point,customer-quote,boost-efficiency|customer-quote|enhance-experience|kuhl|proof-point|reduce-costs,coe,published,,0,0,2025-12-28T15:27:13.739Z
KUHL - Customer testimonial,quote-kuhl-it-s-been-incredible-to-see-th,"It's been incredible to see the natural evolution of our customer interactions. Now that we've moved beyond just processing transactions, our team can share their genuine enthusiasm for our products, which creates a more engaging experience for everyone involved.",Customer testimonial quote,,,,,,coe,proof-point,customer-quote,boost-efficiency|customer-quote|enhance-experience|kuhl|proof-point|reduce-costs,coe,published,,0,0,2025-12-28T15:27:13.739Z
KUHL - Cost savings achieved,quote-kuhl-the-time-savings-we-ve-achieve,"The time savings we've achieved have enabled us to support other departments, giving our team opportunities to learn about different aspects of the business and see customer service from new perspectives.",KUHL on time savings,,,,,,coe,proof-point,customer-quote,customer-quote|enhance-experience|kuhl|proof-point,coe,published,,0,0,2025-12-28T15:27:13.739Z
KUHL - Customer testimonial,quote-kuhl-previously-our-team-was-so-fo,"Previously, our team was so focused on reducing ticket numbers that they couldn't properly engage with customers about our products. Now I hear them confidently making recommendations—when someone calls about pants, they naturally transition to discussing our Renegade shirts and other complementary items.",Customer testimonial quote,,,,,,coe,proof-point,customer-quote,boost-efficiency|customer-quote|enhance-experience|kuhl|proof-point|reduce-costs,coe,published,,0,0,2025-12-28T15:27:13.739Z
KUHL - AI implementation success,quote-kuhl-the-ai-handles-routine-inquiri,"The AI handles routine inquiries, giving our team more time to focus on meaningful customer conversations.",KUHL on time savings,,,,,,coe,proof-point,customer-quote,boost-efficiency|customer-quote|enhance-experience|kuhl|proof-point|reduce-costs,coe,published,,0,0,2025-12-28T15:27:13.739Z
KUHL - Customer testimonial,quote-kuhl-with-our-previous-ticket-based,"With our previous ticket based system, you had to start fresh every single time, and it was frustrating for customers. My team couldn't make any connections because the system wouldn't link anything together.",KUHL on time savings,,,,,,coe,proof-point,customer-quote,boost-efficiency|customer-quote|enhance-experience|kuhl|proof-point|reduce-costs,coe,published,,0,0,2025-12-28T15:27:13.739Z
KUHL - AI implementation success,quote-kuhl-since-implementing-sidekick-i,"Since implementing Sidekick, I've been amazed to see our brand's tone coming through so authentically in the AI responses. It truly represents who we are.",KUHL on AI transformation,,,,,,coe,proof-point,customer-quote,boost-efficiency|customer-quote|enhance-experience|kuhl|proof-point|reduce-costs,coe,published,,0,0,2025-12-28T15:27:13.739Z
KUHL - AI implementation success,quote-kuhl-our-it-manager-recently-attend,"Our IT manager recently attended an AI conference, and afterward he told me, 'We need to talk.' When I asked what was wrong, he said, 'We're doing it right. We got it right with Gladly.' That was incredibly validating.",KUHL on AI transformation,,,,,,coe,proof-point,customer-quote,boost-efficiency|customer-quote|enhance-experience|kuhl|proof-point|reduce-costs,coe,published,,0,0,2025-12-28T15:27:13.739Z
KUHL - AI implementation success,quote-kuhl-we-implemented-sidekick-to-han,"We implemented Sidekick to handle initial responses, and if an issue requires more attention, it transitions seamlessly to an agent. Our customers don't even realize they're interacting with AI—it's that natural.",KUHL on AI transformation,,,,,,coe,proof-point,customer-quote,boost-efficiency|customer-quote|enhance-experience|kuhl|proof-point|reduce-costs,coe,published,,0,0,2025-12-28T15:27:13.739Z
KUHL - Customer testimonial,quote-kuhl-unlike-our-previous-system-whe,"Unlike our previous system where we had to purchase additional apps for basic functionality, Gladly provided everything we needed out of the box. We immediately had access to real-time data and seamless channel integration—it just worked.",KUHL on time savings,,,,,,coe,proof-point,customer-quote,boost-efficiency|customer-quote|enhance-experience|kuhl|proof-point|reduce-costs,coe,published,,0,0,2025-12-28T15:27:13.739Z
Kuhl - Increased upsell 120% per call,metric-kuhl-increased-upsell-120-per-call,"Increased upsell 120% per call | KPI: Boost Efficiency, Rev Gen | Product: Sidekick",Kuhl achieved Increased improvement,https://www.gladly.ai/customers/kuhl/,,,,,coe,proof-point,customer-success-metric,customer-success-metric|gladly-sidekick|kuhl|proof-point,coe,published,,0,0,2025-12-28T15:27:13.919Z
Kuhl - Weekend email volume reduced from 100+ to approximately 40,metric-kuhl-weekend-email-volume-reduced-f,"Weekend email volume reduced from 100+ to approximately 40 | KPI: Boost Efficiency, Cost Savings | Product: Sidekick",Kuhl customer success result,https://www.gladly.ai/customers/kuhl/,,,,,coe,proof-point,customer-success-metric,customer-success-metric|gladly-sidekick|kuhl|proof-point,coe,published,,0,0,2025-12-28T15:27:13.919Z
Kustomer Battlecard,kustomer-battlecard,Competitive battlecard with knockout positioning against Kustomer.,Competitive positioning vs Kustomer,https://docs.google.com/document/d/1z-ePQ3ApRnIdaZYaoJt03_MT5IibRID6TOgDqpYXslo/edit,,,,,content,document,battlecard,crm|enterprise|kustomer|Enterprise|Kustomer,content,published,,0,0,2025-12-28T09:00:03.135Z
Kustomer Competitor Knockout Play,kustomer-competitor-knockout-play,This play is designed to re-engage closed-lost opportunities from Kustomer by leveraging recent changes at Kustomer.,This play is designed to re-engage,https://docs.google.com/document/d/1Qch86aH3u8v3R7cV5nWGPTKuOhzeolOHYOuTGMYWXCA/edit?tab=t.0,,,,,content,document,competitive,gladly-team|sales,content,published,,0,0,2025-12-28T08:20:23.496Z
Kustomer Demo Mockup,kustomer-demo-mockup,Demo mockup showing Sidekick integration with Kustomer environment.,Presentation on kustomer demo mockup,https://www.figma.com/proto/JVHhluYSGETGxAxvq4TqOz/Sidekick-Standalone,,,,,content,tool,deck,demo|figma|gladly|kustomer|prototype|sidekick-standalone|Kustomer,content,published,,0,0,2025-12-28T09:00:03.914Z
Linc Battle Card 2024,linc-battlecard-2024,Linc Battle Card comparing Gladly Sidekick with competitor Linc.,Competitive positioning vs Linc,https://docs.google.com/document/d/1vpQ9pWOMhNjA-bzMeMZAsegTaiHU6QgTLjigIlvfy28/edit,,,,,content,document,battlecard,ecommerce|gladly|linc|retail|sidekick|Retail|Sidekick,content,published,,0,0,2025-12-28T09:00:03.135Z
Live Customer Example Play Library,live-customer-example-play-library,This play allows prospects to experience Gladly in a real-world setting using live customer environments.,GTM skills for live customer example,https://docs.google.com/document/d/1yJV4fHvPCu99QqMKr2QuB2_MSacc-nNiEOKj_kfCLqE/edit?tab=t.0#heading=h.tjb0gwcnipxo,,,,,enablement,document,gtm-training,gladly|gladly-sidekick|sales,enablement,published,,0,0,2025-12-28T08:20:23.496Z
Marketing Attribution Guide,marketing-attribution-guide,"This document, the ""Gladly Attribution Guide,"" establishes the single source of truth for defining and measuring opportunity attribution across all teams, ensuring clear definitions and alignment a...",Best practice for marketing attribution guide,https://docs.google.com/presentation/d/18732hX3L2Hm5ySPYd78K_UzoqEWVKbvGcGJVIcn7oQM/edit?usp=sharing,,,,,coe,guide,internal-best-practice,gladly-team|sales,coe,published,,0,0,2025-12-28T08:20:23.496Z
Marketing Dashboard,marketing-dashboard,Marketing performance dashboard tracking campaigns and attribution metrics.,Best practice for marketing dashboard,https://gladly.lightning.force.com/lightning/r/Dashboard/01ZQh000001rOrdMAE/view?queryScope=userFolders,,,,,coe,tool,internal-best-practice,csm|customer-success|insights|insights-dashboards|sales|Insights,coe,published,,0,0,2025-12-28T08:20:23.496Z
Marketplace Sequence Messaging,marketplace-sequence-messaging,High Volume Marketplace Sequence messaging guide for sales outreach.,Messaging framework for target audience,https://docs.google.com/document/d/1A3e5Q5vYkOZJo4i14hdfHDXH8ewCo9TTz0699FqEkU0/edit,,,,,content,document,messaging,marketplace|outreach|sales|sales-cadence|sequence,content,published,,0,0,2025-12-28T09:00:03.718Z
MEDPICCC Scorecard Template,medpiccc-scorecard-template,"This spreadsheet appears to be a sales methodology or deal qualification checklist, using criteria like Metrics, Economic Buyer, Decision Criteria, and Champion, indicated by the acronyms in the fi...",Ready-to-use medpiccc scorecard template,https://docs.google.com/spreadsheets/d/1IEQ8w-FyK91FRismy5oOW3OKfJDSlaccdK8vqRlvL-U/edit?gid=0#gid=0,,,,,content,guide,template,sales,content,published,,0,0,2025-12-28T08:20:23.496Z
MM/ENT Closing Excellence S4 -> Close,mment-closing-excellence-s4-close,"This folder contains the training content for the final phases of the Enterprise and Mid-Market sales process, covering Stage 4 (Finalist) through Stage 5 (Contracting) to Closed Won.",GTM skills for mm/ent closing excellence,https://drive.google.com/file/d/1SCYhbljgoYOF4lEl7HAbcARfrza7XtkB/view?usp=drive_link,https://drive.google.com/file/d/1SCYhbljgoYOF4lEl7HAbcARfrza7XtkB/view?usp=drive_link,https://docs.google.com/presentation/d/1y9wfh0j-mo1yTs8tk5VeGahQoz6L6bHUHn_7MBgTWY4/edit?usp=drive_link,https://drive.google.com/drive/folders/1OFJnIPA3kgjAbtk5bcc9HRKWfC02j0qu,,enablement,live-replay,gtm-training,csm|customer-success|product|sales,enablement,published,,0,0,2025-12-28T08:08:11.988Z
Multi-Channel Optimization Guide: Scaling Beyond Single -Channel Success,multi-channel-optimization-guide-scaling-beyond-s,This guide is designed to help organizations successfully scale Sidekick across multiple customer service channels while maintaining high performance.,Best practice for multi channel optimization,https://docs.google.com/document/d/1aQPaIBAK4Hjw7LK1U_2m8vYKjnIiatT3urUnmUMh10s/edit?tab=t.0,,,,,coe,document,internal-best-practice,internal-best-practice|customer-success|implementation|gladly-sidekick|Implementation,coe,published,,0,0,2025-12-28T15:27:13.314Z
Netomi Battle Card 2024,netomi-battlecard-2024,Netomi Battle Card comparing Gladly Sidekick against Netomi AI platform.,Competitive positioning vs competitors,https://docs.google.com/document/d/10SGlOfQa6ScUmQX4qAgpe_YrSdZPFtHDnK_lFK7bSAI/edit,,,,,content,document,battlecard,ai-agents|automation|gladly|netomi|sidekick|Sidekick,content,published,,0,0,2025-12-28T09:00:03.135Z
New Customer Quotes,new-customer-quotes,Gladly 2.0 Positioning and Narrative Doc with core messaging and customer quotes.,Messaging framework for target audience,https://docs.google.com/document/d/11WASvMHVqCLqAzokS2y9YUGQdmbs5cTeqI_OrmyBApE/edit,,,,,content,document,messaging,customer|gladly|narrative|positioning|quotes|sidekick|Sidekick,content,published,,0,0,2025-12-28T09:00:03.718Z
One Off to Closed Lost Zendesk Sequence,zendesk-closed-lost-sequence,Re-engagement sequence for Zendesk closed-lost opportunities.,Messaging framework for target audience,https://web.outreach.io/templates/81974,,,,,content,document,messaging,closed-lost|outreach|re-engagement|sequence|zendesk|Zendesk,content,published,,0,0,2025-12-28T09:00:03.135Z
Online Marketplace Slides FY25 Q4,online-marketplace-slides-fy25-q4,Confidential slide library for Online Marketplaces vertical FY25 Q4.,Ready-to-use online marketplace slides template,https://docs.google.com/presentation/d/15lQocvlxIJKRoycn19k15Lc-oUr2Ih6jv4dJtww80_E/edit,,,,,content,slides,template,ecommerce|marketplace|slides|vertical,content,published,,0,0,2025-12-28T09:00:03.718Z
Online Marketplace Vertical Analysis,online-marketplace-vertical-analysis,Marketplace Vertical Research 2024 with market size key segments and pain points.,Step-by-step online marketplace vertical guidance,https://docs.google.com/document/d/1RGiv1Hb4fPfikezxsxIj4agGRN1Nl_zPMK3MY7vUnxM/edit,,,,,content,document,guide,analysis|ecommerce|marketplace|research|vertical,content,published,,0,0,2025-12-28T09:00:03.718Z
Online Marketplace Vertical One Pager,online-marketplace-one-pager,Vertical One Pager for Marketplace Solutions delivering trust at scale.,Quick reference online marketplace vertical overvi,https://drive.google.com/file/d/1CRXgCgj_ruiJ0Clpjzb6UevL14WIXqRg/view,,,,,content,pdf,one-pager,ecommerce|marketplace|sc|scale|vertical,content,published,,0,0,2025-12-28T09:00:03.718Z
Online Marketplaces FAQs,online-marketplaces-faqs,FAQ guide for Travel Hospitality and Online Marketplaces verticals.,Step-by-step online marketplaces faqs guidance,https://docs.google.com/document/d/1Cdd_ivXFOs2k1pipyeUUgSLTdUr3CSfzxq-qGErmkBs/edit,,,,,content,document,guide,faq|hospitality|marketplace|travel|vertical|Travel,content,published,,0,0,2025-12-28T09:00:03.718Z
Online Marketplaces Slides,online-marketplaces-slides,Slide library for Online Marketplaces vertical showing Gladly platform excellence at scale.,Ready-to-use online marketplaces slides template,https://docs.google.com/presentation/d/15lQocvlxIJKRoycn19k15Lc-oUr2Ih6jv4dJtww80_E/edit,,,,,content,slides,template,ecommerce|first-meeting|marketplace|slides|vertical,content,published,,0,0,2025-12-28T09:00:03.135Z
PacSun - 90+ CSAT Score Consistently,metric-pacsun-90-csat-score-consistently,"90+ CSAT Score Consistently | KPI: CSAT, Seasonal Peaks, Time savings | Product: Gladly Hero",PacSun customer success result,https://docs.google.com/presentation/d/1KB9jszRxchvFnDOoipDWHjIjfUU8rcFpd24CmBfwDQw/present?slide=id.p9,,,,,coe,proof-point,customer-success-metric,customer-success-metric|gladly-hero|pacsun|proof-point,coe,published,,0,0,2025-12-28T15:27:13.739Z
PacSun - Easy training and adoption,quote-pacsun-we-heard-from-service-heroes,"“We heard from service heroes that ‘this tool is way easier to use than our previous platform,' which resonates with just how easy the training and onboarding process was for us and solidified that we made the right move.”- Pablo Sanchez, Sr. Manager of CS, PacSun",PacSun on AI transformation,https://www.gladly.com/customers/pacsun/,,,,,coe,proof-point,customer-quote,customer-quote|gladly-hero|pacsun|proof-point,coe,published,,0,0,2025-12-28T15:27:13.739Z
PacSun - Efficiency transformation,quote-pacsun-we-now-have-a-clear-view-of-t,"“We now have a clear view of the customer contact history in one single profile. It’s our biggest gain in efficiency.” Pablo Sanchez, Sr. Manager of CS, PacSun",PacSun on efficiency improvement,https://www.gladly.com/customers/pacsun/,,,,,coe,proof-point,customer-quote,customer-quote|gladly-hero|pacsun|proof-point,coe,published,,0,0,2025-12-28T15:27:13.739Z
Partnerships Barrel,partnerships-barrel,"This folder contains the notes and a recording of the ""Monthly Partnership Enablement"" session from December 10, 2025, which introduced the new agency partnership with Barrel.",Partner enablement on partnerships barrel,https://drive.google.com/file/d/1H5GbfccU705DqPV7oc2zGFX630BsDMtU/view?usp=drive_link,https://drive.google.com/file/d/1H5GbfccU705DqPV7oc2zGFX630BsDMtU/view?usp=drive_link,,https://drive.google.com/drive/folders/1r22E2YGiczq7fe3nCok1pHyIFf5r1cHS,,enablement,live-replay,partner-training,partner,enablement,published,,0,0,2025-12-28T08:08:11.988Z
Pipeline Coverage - Board Reporting,pipeline-coverage-board-reporting,"This spreadsheet, titled ""Coverage Summary,"" tracks key performance indicators related to New Business CARR (Contracted Annual Recurring Revenue) targets, actuals, and pipeline coverage across diff...",Best practice for pipeline coverage board,https://docs.google.com/spreadsheets/d/1lJk3sbUAvABXpzskfh-I7OjwYHCtYb8kM-oWZgx3f0o/edit?usp=sharing,,,,,coe,tool,internal-best-practice,csm|customer-success|insights|insights-dashboards|sales|Insights,coe,published,,0,0,2025-12-28T08:20:23.496Z
Pipeline Reporting - Weekly Bus Review,pipeline-reporting-weekly-bus-review,"This spreadsheet, ""\[This FQ\]*DO NOT EDIT* Synced to Salesforce,"" is a record of sales opportunities.",Best practice for pipeline reporting weekly,https://docs.google.com/spreadsheets/d/1OeuVoAEZjRyWrm1_0vtKAT_voOpykuHXqsNF56LX_24/edit?usp=sharing,,,,,coe,tool,internal-best-practice,gladly|gladly-sidekick|insights|insights-dashboards|sales|Insights,coe,published,,0,0,2025-12-28T08:20:23.496Z
